07-05-2018 03.00, 0
07-05-2018 04.00, 4
07-05-2018 05.00, 106
07-05-2018 06.00, 0
07-05-2018 07.00, 0
07-05-2018 08.00, 12
07-05-2018 09.00, 0
07-05-2018 10.00, 0
07-05-2018 11.00, 317
07-05-2018 12.00, 139
07-05-2018 13.00, 0
07-05-2018 14.00, 3
07-05-2018 15.00, 316
07-05-2018 16.00, 987
07-05-2018 17.00, 1059
07-05-2018 18.00, 653
07-05-2018 19.00, 648
07-05-2018 20.00, 250
07-05-2018 21.00, 523
07-05-2018 22.00, 333
07-05-2018 23.00, 3873
08-05-2018 00.00, 1296
08-05-2018 01.00, 179
08-05-2018 02.00, 1422
08-05-2018 03.00, 0
08-05-2018 04.00, 0
08-05-2018 05.00, 0
08-05-2018 06.00, 0
08-05-2018 07.00, 0
08-05-2018 08.00, 0
08-05-2018 09.00, 45
08-05-2018 10.00, 1728
08-05-2018 11.00, 1215
08-05-2018 12.00, 908
08-05-2018 13.00, 17
08-05-2018 14.00, 3130
08-05-2018 15.00, 636
08-05-2018 16.00, 201
08-05-2018 17.00, 189
08-05-2018 18.00, 163
08-05-2018 19.00, 168
08-05-2018 20.00, 30
08-05-2018 21.00, 64
08-05-2018 22.00, 149
08-05-2018 23.00, 41
09-05-2018 00.00, 29
09-05-2018 01.00, 214
09-05-2018 02.00, 1211
09-05-2018 03.00, 1601
09-05-2018 04.00, 0
09-05-2018 05.00, 0
09-05-2018 06.00, 0
09-05-2018 07.00, 0
09-05-2018 08.00, 0
09-05-2018 09.00, 35
09-05-2018 10.00, 668
09-05-2018 11.00, 625
09-05-2018 12.00, 954
09-05-2018 13.00, 56
09-05-2018 14.00, 14
09-05-2018 15.00, 0
09-05-2018 16.00, 19
09-05-2018 17.00, 83
09-05-2018 18.00, 568
09-05-2018 19.00, 96
09-05-2018 20.00, 85
09-05-2018 21.00, 74
09-05-2018 22.00, 174
09-05-2018 23.00, 192
10-05-2018 00.00, 351
10-05-2018 01.00, 291
10-05-2018 02.00, 331
10-05-2018 03.00, 1754
10-05-2018 04.00, 0
10-05-2018 05.00, 0
10-05-2018 06.00, 0
10-05-2018 07.00, 0
10-05-2018 08.00, 0
10-05-2018 09.00, 134
10-05-2018 10.00, 2545
10-05-2018 11.00, 289
10-05-2018 12.00, 172
10-05-2018 13.00, 1274
10-05-2018 14.00, 1055
10-05-2018 15.00, 331
10-05-2018 16.00, 10
10-05-2018 17.00, 78
10-05-2018 18.00, 653
10-05-2018 19.00, 90
10-05-2018 20.00, 97
10-05-2018 21.00, 516
10-05-2018 22.00, 1344
10-05-2018 23.00, 64
11-05-2018 00.00, 173
11-05-2018 01.00, 149
11-05-2018 02.00, 1613
11-05-2018 03.00, 2983
11-05-2018 04.00, 0
